"id","created","name","position","foot","height","weight","dob","cityob","countryob","nt","club","age"
"da76715c","2021-12-30 16:39:41","David Nemeth","DF",NULL,NULL,NULL,"March 18, 2001",NULL,NULL,NULL,"Mainz 05",20
"da77b60b","2021-12-30 16:54:00","Riccardo Ciervo","FW","Right",190,83,"April 1, 2002","Latina","Italy",NULL,"Sampdoria",19
"da7b447d","2021-12-30 16:25:31","Davinson Sánchez","DF (CB)","86% Right",188,77,"June 12, 1996","Caloto","Colombia","Colombia","Tottenham Hotspur",25
"da8b19e2","2021-12-30 16:27:09","John Ruddy","GK","Right",193,93,"October 24, 1986","Cambridgeshire","England","England","Wolverhampton Wanderers",35
"da974c7b","2021-12-30 16:45:58","Kalidou Koulibaly","DF (CB, left)","71% Right",195,89,"June 20, 1991","Saint-Dié-des-Vosges","France","Senegal","Napoli",30
"daa78200","2021-12-30 16:38:33","Andreas Voglsammer","FW-MF","75% Right",178,81,"January 9, 1992","Rosenheim","Germany",NULL,"Union Berlin",29
"dab1b8dc","2021-12-30 16:15:36","Denis Petrić","GK","Right",186,80,"May 24, 1988","Ljubljana","Slovenia",NULL,"Nantes",33
"dad4b285","2021-12-30 16:27:48","Joël Veltman","DF (CB-FB, right)","78% Right",182,75,"January 15, 1992","Gemeente Velsen","Netherlands","Netherlands","Brighton & Hove Albion",29
"dafa5038","2021-12-30 16:10:53","Saúl García","DF (FB, left)",NULL,183,71,"November 9, 1994","Vioño","Spain",NULL,"Alavés",27
"db001fa9","2021-12-30 16:10:56","Alfonso Espino","DF (FB, left)","82% Left",171,71,"January 5, 1992","San Jacinto","Uruguay",NULL,"Cádiz",29
"db092d3b","2021-12-30 16:45:26","Ismaël Bennacer","MF (CM-DM)","89% Left",175,70,"December 1, 1997","Arles","France","Algeria","Milan",24
"db23d9fc","2021-12-30 16:14:28","Thuler","DF","96% Right",NULL,NULL,"March 10, 1999",NULL,NULL,NULL,"Montpellier",22
"db3164e1","2021-12-30 16:19:12","Gauthier Gallon","GK","82% Right",186,79,"April 23, 1993","Nice","France",NULL,"Troyes",28
"db401046","2021-12-30 16:41:52","Koen Casteels","GK","79% Left",196,86,"June 25, 1992","Bonheiden","Belgium","Belgium","Wolfsburg",29
"db4ed67b","2021-12-30 16:35:15","Mahmoud Dahoud","MF (CM-DM)","87% Right",176,67,"January 1, 1996","Amude","Syria","Germany","Dortmund",25
"db750822","2021-12-30 16:09:31","Vitolo","FW-MF (AM-WM)","87% Right",184,80,"November 2, 1989","Las Palmas","Spain","Spain","Getafe",32
"db7849ca","2021-12-30 16:17:35","Franck Honorat","FW-MF (AM, right)","88% Right",180,70,"August 11, 1996","Toulon","France",NULL,"Brest",25
"db87a2c4","2021-12-30 16:13:12","Marcin Bułka","GK","Right",198,87,"October 4, 1999","Płock","Poland",NULL,"Nice",22
"db8c8860","2021-12-30 16:36:35","Iker Bravo","FW","Right",NULL,NULL,"January 13, 2005","Sant Cugat del Vallès","Spain",NULL,"Leverkusen",16
"db8f0eba","2021-12-30 16:06:37","Adri Embarba","FW-MF (AM-WM)","81% Right",173,66,"May 7, 1992","Madrid","Spain",NULL,"Espanyol",29
"dbd1b101","2021-12-30 16:36:08","Noah Atubolu","GK",NULL,NULL,NULL,"May 25, 2002",NULL,NULL,NULL,"Freiburg",19
"dbde4959","2021-12-30 16:19:29","Dylan Chambost","FW-MF","Right",177,70,"August 19, 1997","Annecy","France",NULL,"Troyes",24
"dbf053da","2021-12-30 16:26:04","Jadon Sancho","FW-MF (AM)","88% Right",180,73,"March 25, 2000","London","England","England","Manchester United",21
"dc008610","2021-12-30 16:11:20","Florin Andone","FW","84% Right",182,79,"April 11, 1993","Joldești","Romania","Romania","Cádiz",28
"dc1c2fce","2021-12-30 16:06:15","Álex Berenguer","FW-MF (WM)","87% Right",175,69,"July 4, 1995","Pamplona","Spain",NULL,"Athletic Club",26
"dc1ce4f5","2021-12-30 16:05:26","Cristhian Mosquera","DF",NULL,188,NULL,"June 27, 2004",NULL,NULL,NULL,"Valencia",17
"dc366c36","2021-12-30 16:43:09","Tomáš Koubek","GK","87% Right",198,95,"August 26, 1992","Hradec Králové","Czech Republic","Czech Republic","Augsburg",29
"dc38e3bc","2021-12-30 16:37:59","Ragnar Ache","FW",NULL,187,78,"July 28, 1998","Frankfurt am Main","Germany",NULL,"Eintracht Frankfurt",23
"dc3e663e","2021-12-30 16:55:17","Jakub Kiwior","DF",NULL,182,NULL,"February 15, 2000","Tychy","Poland",NULL,"Spezia",21
"dc3fa3b5","2021-12-30 16:46:16","Diego Demme","DF-MF (CM-DM)","86% Right",170,66,"November 21, 1991","Herford","Germany","Germany","Napoli",30
"dc62b55d","2021-12-30 16:03:22","Matheus Cunha","FW-MF","86% Right",183,76,"May 27, 1999","João Pessoa","Brazil","Brazil","Atlético Madrid",22
"dc64b8b3","2021-12-30 16:31:09","Liam Cooper","DF (CB-FB, left)","88% Left",180,73,"August 30, 1991","Hull","England","Scotland","Leeds United",30
"dc6f5bdd","2021-12-30 16:24:28","Calum Chambers","DF-MF (CB-FB, right)","90% Right",183,77,"January 20, 1995","Petersfield","England","England","Arsenal",26
"dc7f8a28","2021-12-30 16:22:31","Cole Palmer","MF","Left",189,74,"May 6, 2002","England","United Kingdom",NULL,"Manchester City",19
"dcfb17f4","2021-12-30 16:36:24","Amine Adli","FW","89% Left",174,60,"May 10, 2000","Béziers","France",NULL,"Leverkusen",21
"dd0daf32","2021-12-30 16:47:57","Henrikh Mkhitaryan","FW-MF (AM)","79% Right",178,72,"January 21, 1989","Yerevan","Armenia","Armenia","Roma",32
"dd323728","2021-12-30 16:23:56","Neco Williams","DF","95% Right",183,76,"April 13, 2001","Wales","United Kingdom","Wales","Liverpool",20
"dd403465","2021-12-30 16:56:00","Pablo Galdames Millán","MF","Right",172,62,"December 30, 1996","Santiago","Chile","Chile","Genoa",25
"dd669209","2021-12-30 16:41:57","Renato Steffen","FW-MF (AM-WM)","88% Left",170,65,"November 3, 1991","Aarau","Switzerland","Switzerland","Wolfsburg",30
"dd676a97","2021-12-30 16:36:08","Noah Weißhaupt","MF",NULL,NULL,NULL,"September 20, 2001",NULL,NULL,NULL,"Freiburg",20
"dd7b6eb8","2021-12-30 16:40:27","Solomon Bonnah","DF","Right",NULL,NULL,"August 19, 2003",NULL,NULL,NULL,"RB Leipzig",18
"ddd5348b","2021-12-30 16:02:44","Martín Merquelanz","MF","89% Left",176,71,"June 12, 1995","Irun","Spain",NULL,"Rayo Vallecano",26
"de0f152c","2021-12-30 16:31:41","Adam Masina","DF (FB, left)","88% Left",189,78,"January 2, 1994","Khouribga","Morocco","Morocco","Watford",27
"de112b84","2021-12-30 16:33:14","Jacob Murphy","DF-FW-MF","81% Right",176,70,"February 24, 1995","Wembley","England",NULL,"Newcastle United",26
"de135234","2021-12-30 16:55:25","Aurélien Nguiamba","MF",NULL,179,73,"January 18, 1999","Colmar","France",NULL,"Spezia",22
"de31038e","2021-12-30 16:33:33","Elliot Anderson","MF","Right",179,72,"November 6, 2002","England","United Kingdom",NULL,"Newcastle United",19
"de36c378","2021-12-30 16:41:14","Marlon Morgenstern","DF",NULL,184,78,"January 30, 2001","Berlin","Germany",NULL,"Hertha BSC",20
"de39485a","2021-12-30 16:03:00","Yannick Carrasco","DF-FW-MF (AM-WM, left)","87% Right",180,72,"September 4, 1993","Ixelles-Elsene","Belgium","Belgium","Atlético Madrid",28
"de40e38c","2021-12-30 16:19:14","Giulian Biancone","DF","81% Right",187,75,"March 31, 2000","Fréjus","France",NULL,"Troyes",21
"de488e56","2021-12-30 16:15:20","Charles Traore","DF (FB, left)","86% Left",180,72,"January 1, 1992","Aulnay-sous-Bois","France","Mali","Nantes",29
"de4cac2d","2021-12-30 16:43:36","Silas Katompa","FW-MF","92% Right",189,79,"October 6, 1998","Kinshasa","Congo DR",NULL,"Stuttgart",23
"de5b5570","2021-12-30 16:29:10","Marvelous Nakamba","MF (AM-CM-DM)","87% Left",177,71,"January 19, 1994","Hwange","Zimbabwe","Zimbabwe","Aston Villa",27
"dea698d9","2021-12-30 16:25:56","Cristiano Ronaldo","FW-MF (WM)","84% Right",187,83,"February 5, 1985","Funchal","Portugal","Portugal","Manchester United",36
"dea912dc","2021-12-30 16:02:15","Kike Hermoso","DF",NULL,NULL,NULL,"August 10, 1999",NULL,NULL,NULL,"Real Betis",22
"deba6b05","2021-12-30 16:20:22","Fransérgio","MF (CM-DM)","83% Right",187,84,"October 18, 1990","Rondonópolis","Brazil",NULL,"Bordeaux",31
"debc6b55","2021-12-30 16:04:02","Jon Bautista","FW","Right",178,72,"July 3, 1995","Mahón","Spain",NULL,"Leganés",26
"dee3013b","2021-12-30 16:39:54","Finn Dahmen","GK","Right",186,80,"March 27, 1998","Wiesbaden","Germany",NULL,"Mainz 05",23
"dee86451","2021-12-30 16:01:56","William Carvalho","MF (CM-DM)","85% Right",187,87,"April 7, 1992","Luanda","Angola","Portugal","Real Betis",29
"def899bd","2021-12-30 16:26:28","Phil Jones","DF-MF (CB, left)","89% Right",185,81,"February 21, 1992","Preston","England","England","Manchester United",29
"df04eb4b","2021-12-30 16:31:27","Crysencio Summerville","FW","Right",174,61,"October 30, 2001","Rotterdam","Netherlands",NULL,"Leeds United",20
"df0a4c90","2021-12-30 16:30:05","Christian Nørgaard","MF (CM)","83% Right",185,70,"March 10, 1994","Copenhagen","Denmark","Denmark","Brentford",27
"df10e27c","2021-12-30 16:33:48","Billy Gilmour","MF","93% Right",170,60,"June 11, 2001","Scotland","United Kingdom","Scotland","Norwich City",20
"df3cda47","2021-12-30 16:47:38","Dejan Kulusevski","FW-MF","80% Left",186,75,"April 25, 2000","Stockholm County","Sweden","Sweden","Juventus",21
"df69b544","2021-12-30 16:03:08","Antoine Griezmann","FW-MF (AM-WM)","84% Left",175,67,"March 21, 1991","Mâcon","France","France","Atlético Madrid",30
"df85d472","2021-12-30 16:50:36","Federico Santander","FW","87% Right",187,94,"June 4, 1991","San Lorenzo","Paraguay","Paraguay","Bologna",30
"df8b52a5","2021-12-30 16:04:42","Emerson","DF (FB, right)","89% Right",183,76,"January 14, 1999","São Paulo","Brazil","Brazil","Tottenham Hotspur",22
"df8d6029","2021-12-30 16:50:21","Arthur Theate","DF","84% Left",191,81,"May 25, 2000",NULL,NULL,"Belgium","Bologna",21
"df8e7b62","2021-12-30 16:43:37","Erik Thommy","MF (AM-WM)","79% Right",174,68,"August 20, 1994","Ulm","Germany",NULL,"Stuttgart",27
"df9c3473","2021-12-30 16:44:01","Guilherme Ramos","DF",NULL,191,83,"August 11, 1997","Lisbon","Portugal",NULL,"Arminia",24
"dfb6490a","2021-12-30 16:42:33","Patrick Herrmann","FW-MF (AM, right)","89% Right",177,61,"February 12, 1991","Saarbrücken","Germany","Germany","Mönchengladbach",30
"dfc85b89","2021-12-30 16:44:26","Simon Asta","DF",NULL,181,74,"January 25, 2001","Augsburg","Germany",NULL,"Greuther Fürth",20
"dff0c818","2021-12-30 16:45:46","Sebastiano Desplanches","GK",NULL,NULL,NULL,"March 11, 2003","Novara","Italy",NULL,"Milan",18
"dff153a4","2021-12-30 16:12:28","Leandro Paredes","MF (AM-CM-DM)","93% Right",182,75,"June 29, 1994","San Justo","Argentina","Argentina","Paris Saint-Germain",27
"e0243d23","2021-12-30 16:28:08","Taylor Richards","MF","Left",180,73,"December 4, 2000","London","England",NULL,"Brighton & Hove Albion",21
"e0314d87","2021-12-30 16:55:43","Andrea Masiello","DF (CB-FB)","78% Right",185,79,"February 5, 1986","Viareggio","Italy",NULL,"Genoa",35
"e06683ca","2021-12-30 16:23:25","Virgil van Dijk","DF (CB, left)","87% Right",193,87,"July 8, 1991","Breda","Netherlands","Netherlands","Liverpool",30
"e082af5b","2021-12-30 16:34:16","Angus Gunn","GK","96% Right",196,77,"January 22, 1996","Norwich","England",NULL,"Norwich City",25
"e085f0fa","2021-12-30 16:09:07","Marc Carmona Tormo","DF",NULL,NULL,NULL,"January 8, 2001",NULL,NULL,NULL,"Mallorca",20
"e0921a4f","2021-12-30 16:47:14","Paulo Dybala","FW-MF (AM-WM)","89% Left",175,73,"November 15, 1993","Valladolid","Spain","Argentina","Juventus",28
"e09f279b","2021-12-30 16:30:06","Ivan Toney","FW","85% Right",179,65,"March 16, 1996","Northampton","England",NULL,"Brentford",25
"e0b113a7","2021-12-30 16:36:21","Robert Andrich","MF (CM-DM)","77% Right",185,78,"September 22, 1994","Kreisfreie Stadt Potsdam","Germany",NULL,"Leverkusen",27
"e0bc6fdc","2021-12-30 16:18:15","Emerson Palmieri","DF-MF (FB, left)","92% Left",176,63,"August 3, 1994","Santos","Brazil","Italy","Lyon",27
"e0d1510a","2021-12-30 16:31:23","Cody Drameh","DF (FB, right)","Right",175,68,"December 8, 2001","Dulwich","England",NULL,"Leeds United",20
"e0f3a1f6","2021-12-30 16:15:15","Jean-Charles Castelletto","DF (CB, right)","90% Right",185,72,"January 26, 1995","Clamart","France","Cameroon","Nantes",26
"e12b0b5b","2021-12-30 16:37:56","Sebastian Rode","MF (CM-DM)","82% Right",179,73,"October 11, 1990","Seeheim-Jugenheim","Germany",NULL,"Eintracht Frankfurt",31
"e14ec482","2021-12-30 16:50:23","Riccardo Orsolini","FW-MF (AM, right)","89% Left",183,73,"January 24, 1997","Ascoli Piceno","Italy","Italy","Bologna",24
"e1618c22","2021-12-30 16:29:31","Aaron Ramsey","MF",NULL,178,76,"January 21, 2003","England","United Kingdom",NULL,"Aston Villa",18
"e162b013","2021-12-30 16:35:04","Thomas Meunier","DF-MF (FB, right)","89% Right",190,88,"September 12, 1991","Sainte-Ode","Belgium","Belgium","Dortmund",30
"e17c2cec","2021-12-30 16:14:36","Redouane Halhal","DF",NULL,185,73,"March 5, 2003",NULL,NULL,NULL,"Montpellier",18
"e1830c52","2021-12-30 16:43:08","Dikeni Salifou","MF",NULL,NULL,NULL,"June 8, 2003",NULL,NULL,NULL,"Augsburg",18
"e1846dde","2021-12-30 16:11:27","Cárdenas","GK","89% Right",186,80,"March 28, 1997","Terrassa","Spain",NULL,"Levante",24
"e19e0ca1","2021-12-30 16:49:34","Romano Floriani","DF",NULL,188,NULL,"January 27, 2003",NULL,NULL,NULL,"Lazio",18
"e1b0a70d","2021-12-30 16:48:26","Pietro Terracciano","GK","85% Right",193,78,"March 8, 1990","San Felice a Cancello","Italy",NULL,"Fiorentina",31
"e1cbb531","2021-12-30 16:46:11","Stanislav Lobotka","MF (CM-DM)","89% Right",170,72,"November 25, 1994","Trenčín","Slovakia","Slovakia","Napoli",27
"e1df6989","2021-12-30 16:31:48","Imran Louza","MF","81% Left",178,65,"May 1, 1999","Nantes","France","Morocco","Watford",22
"e21042ae","2021-12-30 16:43:50","Fabian Klos","FW","80% Right",194,93,"December 2, 1987","Gifhorn","Germany",NULL,"Arminia",34
"e26fcca3","2021-12-30 16:40:35","Santiago Ascacíbar","MF (CM-DM)","78% Right",168,70,"February 25, 1997","La Plata","Argentina","Argentina","Hertha BSC",24
"e2716bd0","2021-12-30 16:03:47","David Silva","FW-MF (AM-CM-WM)","87% Left",170,67,"January 8, 1986","La Playa de Arguineguín","Spain","Spain","Real Sociedad",35
"e27da244","2021-12-30 16:41:51","John Brooks","DF (CB, left)","80% Left",193,78,"January 28, 1993","Land Berlin","Germany","United States","Wolfsburg",28
"e27de4fa","2021-12-30 16:39:16","Noah Katterbach","DF-MF","67% Left",180,73,"April 13, 2001","Simmerath","Germany",NULL,"Köln",20
"e280527c","2021-12-30 16:34:50","Marcel Sabitzer","FW-MF (AM-CM)","83% Right",176,70,"March 17, 1994","Graz","Austria","Austria","Bayern Munich",27
"e288d4b3","2021-12-30 16:45:29","Alessandro Florenzi","DF-FW-MF (AM-FB, right)","94% Right",172,67,"March 11, 1991","Rome","Italy","Italy","Milan",30
"e2a302a8","2021-12-30 16:54:36","Dor Peretz","MF","87% Right",178,72,"May 17, 1995","Hod HaSharon","Israel","Israel","Venezia",26
"e2f9bb5f","2021-12-30 16:21:48","Zaydou Youssouf","MF","88% Left",178,70,"July 11, 1999","Bordeaux","France",NULL,"Saint-Étienne",22
"e32958b7","2021-12-30 16:33:38","Mark Gillespie","GK","Right",188,80,"March 27, 1992","Newcastle upon Tyne","England",NULL,"Newcastle United",29
"e33c06cf","2021-12-30 16:34:40","Niklas Süle","DF (CB, right)","82% Right",195,93,"September 3, 1995","Frankfurt am Main","Germany","Germany","Bayern Munich",26
"e33f36d5","2021-12-30 16:52:49","Bram Nuytinck","DF (CB)","74% Left",191,84,"May 4, 1990","Gemeente Heumen","Netherlands",NULL,"Udinese",31
"e342ad68","2021-12-30 16:23:21","Mohamed Salah","FW-MF (AM-WM, right)","83% Left",175,71,"June 15, 1992","Basyūn","Egypt","Egypt","Liverpool",29
"e34fc66d","2021-12-30 16:28:29","Joachim Andersen","DF (CB)","86% Right",190,75,"May 31, 1996","Frederiksberg","Denmark","Denmark","Crystal Palace",25
"e358587b","2021-12-30 16:49:07","Pepe Reina","GK","89% Right",188,92,"August 31, 1982","Madrid","Spain","Spain","Lazio",39
"e3756e72","2021-12-30 16:20:36","Raoul Bellanova","MF","90% Right",185,83,"June 17, 2000","Rho","Italy",NULL,"Cagliari",21
"e38f1636","2021-12-30 16:44:26","Nick Viergever","DF (CB, left)","91% Left",182,72,"August 3, 1989","Capelle aan den IJssel","Netherlands","Netherlands","Greuther Fürth",32
"e3a5814e","2021-12-30 16:24:23","Ainsley Maitland-Niles","DF-FW-MF (WM)","82% Right",180,67,"August 29, 1997","London","England","England","Arsenal",24
"e3cceee6","2021-12-30 16:46:35","Merih Demiral","DF (CB)","88% Right",190,85,"March 5, 1998",NULL,NULL,"Turkey","Atalanta",23
"e3d0b0c4","2021-12-30 16:18:35","Marcelo","DF (CB, right)","94% Right",191,79,"May 20, 1987","São Vicente","Brazil",NULL,"Lyon",34
"e3e05edf","2021-12-30 16:14:35","Ambroise Oyongo","DF-MF (FB, left)","88% Left",175,68,"June 22, 1991","Ndikiniméki","Cameroon","Cameroon","Montpellier",30
"e3e32fbb","2021-12-30 16:21:19","Igor Carioca","DF","89% Right",173,66,"August 21, 1996","Rio de Janeiro","Brazil",NULL,"Lorient",25
"e3fabb0a","2021-12-30 16:06:54","Wu Lei","FW-MF (AM)","83% Right",174,66,"November 19, 1991","Nanjing","China PR","China PR","Espanyol",30
"e42d61c7","2021-12-30 16:11:59","Achraf Hakimi","DF-MF (FB, right)","87% Right",177,68,"November 4, 1998","Getafe","Spain","Morocco","Paris Saint-Germain",23
"e4346678","2021-12-30 16:10:05","Édgar Badía","GK","89% Right",181,76,"February 12, 1992","Barcelona","Spain",NULL,"Elche",29
"e4448c8c","2021-12-30 16:14:37","Sacha Delaye","MF",NULL,171,63,"April 23, 2002","Rennes","France",NULL,"Montpellier",19
"e46012d4","2021-12-30 16:22:20","Kevin De Bruyne","FW-MF (AM-CM-WM)","88% Right",181,70,"June 28, 1991","Ghent","Belgium","Belgium","Manchester City",30
"e472a6f6","2021-12-30 16:17:17","Batista Mendy","MF","91% Right",190,81,"January 12, 2000","Saint-Nazaire","France",NULL,"Angers",21
"e495b4d5","2021-12-30 16:04:05","Gaizka Ayesa","GK","Right",190,80,"April 2, 2001","Pamplona","Spain",NULL,"Real Sociedad",20
"e49ce451","2021-12-30 16:08:36","Okay Yokuşlu","MF (CM-DM)","89% Right",188,79,"March 9, 1994","Konak","Turkey","Turkey","Celta Vigo",27
"e4b72e34","2021-12-30 16:21:52","Miguel Trauco","DF-MF (FB-WM, left)","93% Left",175,62,"August 25, 1992","Tarapoto","Peru","Peru","Saint-Étienne",29
"e4bb1f08","2021-12-30 16:19:06","Sambou Sissoko","DF",NULL,186,75,"April 27, 1999","Clamart","France",NULL,"Reims",22
"e50623a0","2021-12-30 16:20:54","Kévin N'Doram","DF-MF","89% Right",184,76,"January 22, 1996","Saint-Sébastien-sur-Loire","France",NULL,"Metz",25
"e51336b7","2021-12-30 16:54:48","Bruno","GK",NULL,NULL,NULL,"May 31, 1998",NULL,NULL,NULL,"Venezia",23
"e514ab62","2021-12-30 16:29:03","Matt Targett","DF-MF (FB, left)","88% Left",178,70,"September 18, 1995","Winchester","England",NULL,"Aston Villa",26
"e541326e","2021-12-30 16:30:06","Ethan Pinnock","DF (CB)","90% Left",188,79,"May 29, 1993","England","United Kingdom","Jamaica","Brentford",28
"e5478b87","2021-12-30 16:38:08","Taiwo Awoniyi","FW","76% Right",178,74,"August 12, 1997","Ilorin","Nigeria","Nigeria","Union Berlin",24
"e54a9890","2021-12-30 16:14:11","Faitout Maouassa","DF (FB, left)","88% Left",170,74,"July 6, 1998","Villepinte","France",NULL,"Club Brugge",23
"e54bd0a2","2021-12-30 16:10:36","Tomás Pina Isla","MF (CM-DM)","52% Right",184,75,"October 14, 1987","Ciudad Real","Spain",NULL,"Alavés",34
"e5649a78","2021-12-30 16:39:47","Kevin Stöger","MF (AM)","83% Left",175,70,"August 27, 1993","Steyr","Austria","Austria","Mainz 05",28
"e58a03c6","2021-12-30 16:33:32","Dwight Gayle","FW","79% Right",177,73,"October 17, 1990","Walthamstow","England",NULL,"Newcastle United",31
"e58cbfd5","2021-12-30 16:55:28","Nicolò Rovella","MF","93% Right",179,68,"December 4, 2001","Segrate","Italy",NULL,"Genoa",20
"e599253a","2021-12-30 16:46:38","Mario Pašalić","MF (AM)","72% Right",188,82,"February 9, 1995","Mainz","Germany","Croatia","Atalanta",26
"e5a35ae9","2021-12-30 16:42:06","Luca Waldschmidt","FW-MF","80% Left",177,61,"May 19, 1996","Siegen","Germany","Germany","Wolfsburg",25
"e5a76dfe","2021-12-30 16:26:25","Dean Henderson","GK","91% Right",188,73,"March 12, 1997","Whitehaven","England","England","Manchester United",24
"e5bf73f3","2021-12-30 16:50:16","Musa Barrow","FW-MF","87% Right",184,75,"November 14, 1998","Banjul","Gambia","Gambia","Bologna",23
"e5c1e0ca","2021-12-30 16:19:31","Erik Palmer-Brown","DF (CB)","Right",185,79,"April 24, 1997","Napoleon","Ohio","United States","Troyes",24
"e5d01ecf","2021-12-30 16:31:37","Kiko Femenía","DF-FW-MF (FB-WM, right)","87% Right",174,61,"February 2, 1991","Sanet y Negrals","Spain",NULL,"Watford",30
